HourUTC,HourDK,MunicipalityNo,SolarMWh,OffshoreWindLt100MW_MWh,OffshoreWindGe100MW_MWh,OnshoreWindMWh,ThermalPowerMWh,timestamp,date,hour,year,month,day
2025-10-31T23:00:00,2025-11-01T00:00:00,190,0.0,,,0.0,0.0,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,706,0.0,,,5.053243,0.249451,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,269,0.0,,,0.025188,0.52314,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,173,0.0,,,0.0,0.18993,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,740,0.0,,,6.983098,0.206253,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,851,0.0,,,33.857739,4.11889,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,430,0.0,,,1.47257,0.08173,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,155,0.0,,,0.0,,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,187,0.0,,,0.0,,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,563,0.0,,,0.3828,,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,751,0.0,,,2.223841,36.09784,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,492,0.0,,,2.834568,0.0,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,849,0.0,,,60.735452,0.000713,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,165,0.0,,,0.0,0.0,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,253,0.0,,,0.073708,0.00829,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,329,0.0,,,0.508813,0.0,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,163,0.0,,,0.0,,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,479,0.0,,,3.173801,0.012199,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,450,0.0,,,2.161437,0.8747,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,306,0.0,,,0.269172,0.0,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,840,0.0,,,12.750069,0.0,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,183,0.0,,,0.0,,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,480,0.0,,,2.507595,0.0,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,316,0.0,,,7.767265,9.3e-05,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,250,0.0,,,0.298075,0.0,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,746,0.0,,,5.339487,1.93096,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,201,0.0,,,0.068132,0.0,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,820,0.0,,,42.323665,3.4918,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,265,0.0,,,0.609667,30.450241,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
2025-10-31T23:00:00,2025-11-01T00:00:00,607,0.0,,,0.23552,6.427485,2025-10-31 23:00:00,2025-10-31,23,2025,10,31
